mode_value,landuse_name,s1_name,s2_name
9,ROIs1970_fall/lc_144/ROIs1970_fall_lc_144_p633.tif,ROIs1970_fall/s1_144/ROIs1970_fall_s1_144_p633.tif,ROIs1970_fall/s2_144/ROIs1970_fall_s2_144_p633.tif
10,ROIs1970_fall/lc_79/ROIs1970_fall_lc_79_p98.tif,ROIs1970_fall/s1_79/ROIs1970_fall_s1_79_p98.tif,ROIs1970_fall/s2_79/ROIs1970_fall_s2_79_p98.tif
10,ROIs2017_winter/lc_123/ROIs2017_winter_lc_123_p568.tif,ROIs2017_winter/s1_123/ROIs2017_winter_s1_123_p568.tif,ROIs2017_winter/s2_123/ROIs2017_winter_s2_123_p568.tif
8,ROIs2017_winter/lc_123/ROIs2017_winter_lc_123_p628.tif,ROIs2017_winter/s1_123/ROIs2017_winter_s1_123_p628.tif,ROIs2017_winter/s2_123/ROIs2017_winter_s2_123_p628.tif
12,ROIs1970_fall/lc_146/ROIs1970_fall_lc_146_p96.tif,ROIs1970_fall/s1_146/ROIs1970_fall_s1_146_p96.tif,ROIs1970_fall/s2_146/ROIs1970_fall_s2_146_p96.tif
14,ROIs1868_summer/lc_142/ROIs1868_summer_lc_142_p335.tif,ROIs1868_summer/s1_142/ROIs1868_summer_s1_142_p335.tif,ROIs1868_summer/s2_142/ROIs1868_summer_s2_142_p335.tif
17,ROIs1868_summer/lc_123/ROIs1868_summer_lc_123_p50.tif,ROIs1868_summer/s1_123/ROIs1868_summer_s1_123_p50.tif,ROIs1868_summer/s2_123/ROIs1868_summer_s2_123_p50.tif
8,ROIs2017_winter/lc_94/ROIs2017_winter_lc_94_p331.tif,ROIs2017_winter/s1_94/ROIs2017_winter_s1_94_p331.tif,ROIs2017_winter/s2_94/ROIs2017_winter_s2_94_p331.tif
8,ROIs1158_spring/lc_83/ROIs1158_spring_lc_83_p84.tif,ROIs1158_spring/s1_83/ROIs1158_spring_s1_83_p84.tif,ROIs1158_spring/s2_83/ROIs1158_spring_s2_83_p84.tif
2,ROIs1970_fall/lc_122/ROIs1970_fall_lc_122_p152.tif,ROIs1970_fall/s1_122/ROIs1970_fall_s1_122_p152.tif,ROIs1970_fall/s2_122/ROIs1970_fall_s2_122_p152.tif
11,ROIs1158_spring/lc_131/ROIs1158_spring_lc_131_p156.tif,ROIs1158_spring/s1_131/ROIs1158_spring_s1_131_p156.tif,ROIs1158_spring/s2_131/ROIs1158_spring_s2_131_p156.tif
12,ROIs1868_summer/lc_81/ROIs1868_summer_lc_81_p291.tif,ROIs1868_summer/s1_81/ROIs1868_summer_s1_81_p291.tif,ROIs1868_summer/s2_81/ROIs1868_summer_s2_81_p291.tif
14,ROIs1970_fall/lc_144/ROIs1970_fall_lc_144_p100.tif,ROIs1970_fall/s1_144/ROIs1970_fall_s1_144_p100.tif,ROIs1970_fall/s2_144/ROIs1970_fall_s2_144_p100.tif
12,ROIs1970_fall/lc_88/ROIs1970_fall_lc_88_p198.tif,ROIs1970_fall/s1_88/ROIs1970_fall_s1_88_p198.tif,ROIs1970_fall/s2_88/ROIs1970_fall_s2_88_p198.tif
2,ROIs1868_summer/lc_123/ROIs1868_summer_lc_123_p564.tif,ROIs1868_summer/s1_123/ROIs1868_summer_s1_123_p564.tif,ROIs1868_summer/s2_123/ROIs1868_summer_s2_123_p564.tif
2,ROIs1158_spring/lc_17/ROIs1158_spring_lc_17_p315.tif,ROIs1158_spring/s1_17/ROIs1158_spring_s1_17_p315.tif,ROIs1158_spring/s2_17/ROIs1158_spring_s2_17_p315.tif
9,ROIs1868_summer/lc_133/ROIs1868_summer_lc_133_p459.tif,ROIs1868_summer/s1_133/ROIs1868_summer_s1_133_p459.tif,ROIs1868_summer/s2_133/ROIs1868_summer_s2_133_p459.tif
2,ROIs1970_fall/lc_109/ROIs1970_fall_lc_109_p780.tif,ROIs1970_fall/s1_109/ROIs1970_fall_s1_109_p780.tif,ROIs1970_fall/s2_109/ROIs1970_fall_s2_109_p780.tif
12,ROIs1868_summer/lc_79/ROIs1868_summer_lc_79_p752.tif,ROIs1868_summer/s1_79/ROIs1868_summer_s1_79_p752.tif,ROIs1868_summer/s2_79/ROIs1868_summer_s2_79_p752.tif
13,ROIs1970_fall/lc_122/ROIs1970_fall_lc_122_p802.tif,ROIs1970_fall/s1_122/ROIs1970_fall_s1_122_p802.tif,ROIs1970_fall/s2_122/ROIs1970_fall_s2_122_p802.tif
9,ROIs1970_fall/lc_35/ROIs1970_fall_lc_35_p710.tif,ROIs1970_fall/s1_35/ROIs1970_fall_s1_35_p710.tif,ROIs1970_fall/s2_35/ROIs1970_fall_s2_35_p710.tif
17,ROIs1868_summer/lc_101/ROIs1868_summer_lc_101_p330.tif,ROIs1868_summer/s1_101/ROIs1868_summer_s1_101_p330.tif,ROIs1868_summer/s2_101/ROIs1868_summer_s2_101_p330.tif
13,ROIs1970_fall/lc_120/ROIs1970_fall_lc_120_p489.tif,ROIs1970_fall/s1_120/ROIs1970_fall_s1_120_p489.tif,ROIs1970_fall/s2_120/ROIs1970_fall_s2_120_p489.tif
10,ROIs1868_summer/lc_114/ROIs1868_summer_lc_114_p467.tif,ROIs1868_summer/s1_114/ROIs1868_summer_s1_114_p467.tif,ROIs1868_summer/s2_114/ROIs1868_summer_s2_114_p467.tif
12,ROIs1158_spring/lc_53/ROIs1158_spring_lc_53_p466.tif,ROIs1158_spring/s1_53/ROIs1158_spring_s1_53_p466.tif,ROIs1158_spring/s2_53/ROIs1158_spring_s2_53_p466.tif
9,ROIs2017_winter/lc_63/ROIs2017_winter_lc_63_p682.tif,ROIs2017_winter/s1_63/ROIs2017_winter_s1_63_p682.tif,ROIs2017_winter/s2_63/ROIs2017_winter_s2_63_p682.tif
2,ROIs2017_winter/lc_32/ROIs2017_winter_lc_32_p313.tif,ROIs2017_winter/s1_32/ROIs2017_winter_s1_32_p313.tif,ROIs2017_winter/s2_32/ROIs2017_winter_s2_32_p313.tif
2,ROIs1868_summer/lc_86/ROIs1868_summer_lc_86_p435.tif,ROIs1868_summer/s1_86/ROIs1868_summer_s1_86_p435.tif,ROIs1868_summer/s2_86/ROIs1868_summer_s2_86_p435.tif
8,ROIs1970_fall/lc_35/ROIs1970_fall_lc_35_p762.tif,ROIs1970_fall/s1_35/ROIs1970_fall_s1_35_p762.tif,ROIs1970_fall/s2_35/ROIs1970_fall_s2_35_p762.tif
11,ROIs1158_spring/lc_134/ROIs1158_spring_lc_134_p768.tif,ROIs1158_spring/s1_134/ROIs1158_spring_s1_134_p768.tif,ROIs1158_spring/s2_134/ROIs1158_spring_s2_134_p768.tif
9,ROIs1158_spring/lc_113/ROIs1158_spring_lc_113_p491.tif,ROIs1158_spring/s1_113/ROIs1158_spring_s1_113_p491.tif,ROIs1158_spring/s2_113/ROIs1158_spring_s2_113_p491.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p125.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p125.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p125.tif
17,ROIs1868_summer/lc_45/ROIs1868_summer_lc_45_p553.tif,ROIs1868_summer/s1_45/ROIs1868_summer_s1_45_p553.tif,ROIs1868_summer/s2_45/ROIs1868_summer_s2_45_p553.tif
17,ROIs1868_summer/lc_113/ROIs1868_summer_lc_113_p356.tif,ROIs1868_summer/s1_113/ROIs1868_summer_s1_113_p356.tif,ROIs1868_summer/s2_113/ROIs1868_summer_s2_113_p356.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p142.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p142.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p142.tif
14,ROIs2017_winter/lc_116/ROIs2017_winter_lc_116_p397.tif,ROIs2017_winter/s1_116/ROIs2017_winter_s1_116_p397.tif,ROIs2017_winter/s2_116/ROIs2017_winter_s2_116_p397.tif
14,ROIs2017_winter/lc_144/ROIs2017_winter_lc_144_p455.tif,ROIs2017_winter/s1_144/ROIs2017_winter_s1_144_p455.tif,ROIs2017_winter/s2_144/ROIs2017_winter_s2_144_p455.tif
12,ROIs1868_summer/lc_27/ROIs1868_summer_lc_27_p771.tif,ROIs1868_summer/s1_27/ROIs1868_summer_s1_27_p771.tif,ROIs1868_summer/s2_27/ROIs1868_summer_s2_27_p771.tif
13,ROIs1970_fall/lc_131/ROIs1970_fall_lc_131_p739.tif,ROIs1970_fall/s1_131/ROIs1970_fall_s1_131_p739.tif,ROIs1970_fall/s2_131/ROIs1970_fall_s2_131_p739.tif
11,ROIs2017_winter/lc_104/ROIs2017_winter_lc_104_p35.tif,ROIs2017_winter/s1_104/ROIs2017_winter_s1_104_p35.tif,ROIs2017_winter/s2_104/ROIs2017_winter_s2_104_p35.tif
13,ROIs1158_spring/lc_143/ROIs1158_spring_lc_143_p392.tif,ROIs1158_spring/s1_143/ROIs1158_spring_s1_143_p392.tif,ROIs1158_spring/s2_143/ROIs1158_spring_s2_143_p392.tif
2,ROIs1158_spring/lc_9/ROIs1158_spring_lc_9_p401.tif,ROIs1158_spring/s1_9/ROIs1158_spring_s1_9_p401.tif,ROIs1158_spring/s2_9/ROIs1158_spring_s2_9_p401.tif
9,ROIs1158_spring/lc_26/ROIs1158_spring_lc_26_p442.tif,ROIs1158_spring/s1_26/ROIs1158_spring_s1_26_p442.tif,ROIs1158_spring/s2_26/ROIs1158_spring_s2_26_p442.tif
13,ROIs1868_summer/lc_120/ROIs1868_summer_lc_120_p274.tif,ROIs1868_summer/s1_120/ROIs1868_summer_s1_120_p274.tif,ROIs1868_summer/s2_120/ROIs1868_summer_s2_120_p274.tif
13,ROIs1868_summer/lc_119/ROIs1868_summer_lc_119_p700.tif,ROIs1868_summer/s1_119/ROIs1868_summer_s1_119_p700.tif,ROIs1868_summer/s2_119/ROIs1868_summer_s2_119_p700.tif
10,ROIs1970_fall/lc_61/ROIs1970_fall_lc_61_p364.tif,ROIs1970_fall/s1_61/ROIs1970_fall_s1_61_p364.tif,ROIs1970_fall/s2_61/ROIs1970_fall_s2_61_p364.tif
9,ROIs2017_winter/lc_119/ROIs2017_winter_lc_119_p338.tif,ROIs2017_winter/s1_119/ROIs2017_winter_s1_119_p338.tif,ROIs2017_winter/s2_119/ROIs2017_winter_s2_119_p338.tif
8,ROIs2017_winter/lc_42/ROIs2017_winter_lc_42_p414.tif,ROIs2017_winter/s1_42/ROIs2017_winter_s1_42_p414.tif,ROIs2017_winter/s2_42/ROIs2017_winter_s2_42_p414.tif
9,ROIs1970_fall/lc_116/ROIs1970_fall_lc_116_p344.tif,ROIs1970_fall/s1_116/ROIs1970_fall_s1_116_p344.tif,ROIs1970_fall/s2_116/ROIs1970_fall_s2_116_p344.tif
9,ROIs1970_fall/lc_91/ROIs1970_fall_lc_91_p431.tif,ROIs1970_fall/s1_91/ROIs1970_fall_s1_91_p431.tif,ROIs1970_fall/s2_91/ROIs1970_fall_s2_91_p431.tif
11,ROIs2017_winter/lc_116/ROIs2017_winter_lc_116_p89.tif,ROIs2017_winter/s1_116/ROIs2017_winter_s1_116_p89.tif,ROIs2017_winter/s2_116/ROIs2017_winter_s2_116_p89.tif
11,ROIs1158_spring/lc_110/ROIs1158_spring_lc_110_p429.tif,ROIs1158_spring/s1_110/ROIs1158_spring_s1_110_p429.tif,ROIs1158_spring/s2_110/ROIs1158_spring_s2_110_p429.tif
9,ROIs1158_spring/lc_21/ROIs1158_spring_lc_21_p730.tif,ROIs1158_spring/s1_21/ROIs1158_spring_s1_21_p730.tif,ROIs1158_spring/s2_21/ROIs1158_spring_s2_21_p730.tif
10,ROIs1970_fall/lc_28/ROIs1970_fall_lc_28_p98.tif,ROIs1970_fall/s1_28/ROIs1970_fall_s1_28_p98.tif,ROIs1970_fall/s2_28/ROIs1970_fall_s2_28_p98.tif
12,ROIs2017_winter/lc_130/ROIs2017_winter_lc_130_p817.tif,ROIs2017_winter/s1_130/ROIs2017_winter_s1_130_p817.tif,ROIs2017_winter/s2_130/ROIs2017_winter_s2_130_p817.tif
12,ROIs2017_winter/lc_140/ROIs2017_winter_lc_140_p393.tif,ROIs2017_winter/s1_140/ROIs2017_winter_s1_140_p393.tif,ROIs2017_winter/s2_140/ROIs2017_winter_s2_140_p393.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p365.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p365.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p365.tif
9,ROIs1970_fall/lc_37/ROIs1970_fall_lc_37_p311.tif,ROIs1970_fall/s1_37/ROIs1970_fall_s1_37_p311.tif,ROIs1970_fall/s2_37/ROIs1970_fall_s2_37_p311.tif
8,ROIs1868_summer/lc_7/ROIs1868_summer_lc_7_p683.tif,ROIs1868_summer/s1_7/ROIs1868_summer_s1_7_p683.tif,ROIs1868_summer/s2_7/ROIs1868_summer_s2_7_p683.tif
12,ROIs1868_summer/lc_27/ROIs1868_summer_lc_27_p224.tif,ROIs1868_summer/s1_27/ROIs1868_summer_s1_27_p224.tif,ROIs1868_summer/s2_27/ROIs1868_summer_s2_27_p224.tif
13,ROIs1868_summer/lc_132/ROIs1868_summer_lc_132_p311.tif,ROIs1868_summer/s1_132/ROIs1868_summer_s1_132_p311.tif,ROIs1868_summer/s2_132/ROIs1868_summer_s2_132_p311.tif
13,ROIs1158_spring/lc_141/ROIs1158_spring_lc_141_p505.tif,ROIs1158_spring/s1_141/ROIs1158_spring_s1_141_p505.tif,ROIs1158_spring/s2_141/ROIs1158_spring_s2_141_p505.tif
2,ROIs1158_spring/lc_8/ROIs1158_spring_lc_8_p533.tif,ROIs1158_spring/s1_8/ROIs1158_spring_s1_8_p533.tif,ROIs1158_spring/s2_8/ROIs1158_spring_s2_8_p533.tif
13,ROIs1158_spring/lc_140/ROIs1158_spring_lc_140_p632.tif,ROIs1158_spring/s1_140/ROIs1158_spring_s1_140_p632.tif,ROIs1158_spring/s2_140/ROIs1158_spring_s2_140_p632.tif
9,ROIs2017_winter/lc_22/ROIs2017_winter_lc_22_p577.tif,ROIs2017_winter/s1_22/ROIs2017_winter_s1_22_p577.tif,ROIs2017_winter/s2_22/ROIs2017_winter_s2_22_p577.tif
12,ROIs1970_fall/lc_133/ROIs1970_fall_lc_133_p474.tif,ROIs1970_fall/s1_133/ROIs1970_fall_s1_133_p474.tif,ROIs1970_fall/s2_133/ROIs1970_fall_s2_133_p474.tif
2,ROIs1868_summer/lc_113/ROIs1868_summer_lc_113_p484.tif,ROIs1868_summer/s1_113/ROIs1868_summer_s1_113_p484.tif,ROIs1868_summer/s2_113/ROIs1868_summer_s2_113_p484.tif
13,ROIs1970_fall/lc_104/ROIs1970_fall_lc_104_p762.tif,ROIs1970_fall/s1_104/ROIs1970_fall_s1_104_p762.tif,ROIs1970_fall/s2_104/ROIs1970_fall_s2_104_p762.tif
13,ROIs1868_summer/lc_120/ROIs1868_summer_lc_120_p451.tif,ROIs1868_summer/s1_120/ROIs1868_summer_s1_120_p451.tif,ROIs1868_summer/s2_120/ROIs1868_summer_s2_120_p451.tif
9,ROIs2017_winter/lc_63/ROIs2017_winter_lc_63_p593.tif,ROIs2017_winter/s1_63/ROIs2017_winter_s1_63_p593.tif,ROIs2017_winter/s2_63/ROIs2017_winter_s2_63_p593.tif
2,ROIs1868_summer/lc_113/ROIs1868_summer_lc_113_p302.tif,ROIs1868_summer/s1_113/ROIs1868_summer_s1_113_p302.tif,ROIs1868_summer/s2_113/ROIs1868_summer_s2_113_p302.tif
8,ROIs1970_fall/lc_25/ROIs1970_fall_lc_25_p163.tif,ROIs1970_fall/s1_25/ROIs1970_fall_s1_25_p163.tif,ROIs1970_fall/s2_25/ROIs1970_fall_s2_25_p163.tif
12,ROIs1158_spring/lc_131/ROIs1158_spring_lc_131_p206.tif,ROIs1158_spring/s1_131/ROIs1158_spring_s1_131_p206.tif,ROIs1158_spring/s2_131/ROIs1158_spring_s2_131_p206.tif
10,ROIs2017_winter/lc_123/ROIs2017_winter_lc_123_p590.tif,ROIs2017_winter/s1_123/ROIs2017_winter_s1_123_p590.tif,ROIs2017_winter/s2_123/ROIs2017_winter_s2_123_p590.tif
13,ROIs1158_spring/lc_119/ROIs1158_spring_lc_119_p764.tif,ROIs1158_spring/s1_119/ROIs1158_spring_s1_119_p764.tif,ROIs1158_spring/s2_119/ROIs1158_spring_s2_119_p764.tif
10,ROIs1970_fall/lc_84/ROIs1970_fall_lc_84_p349.tif,ROIs1970_fall/s1_84/ROIs1970_fall_s1_84_p349.tif,ROIs1970_fall/s2_84/ROIs1970_fall_s2_84_p349.tif
8,ROIs1970_fall/lc_105/ROIs1970_fall_lc_105_p703.tif,ROIs1970_fall/s1_105/ROIs1970_fall_s1_105_p703.tif,ROIs1970_fall/s2_105/ROIs1970_fall_s2_105_p703.tif
17,ROIs1970_fall/lc_109/ROIs1970_fall_lc_109_p38.tif,ROIs1970_fall/s1_109/ROIs1970_fall_s1_109_p38.tif,ROIs1970_fall/s2_109/ROIs1970_fall_s2_109_p38.tif
9,ROIs1158_spring/lc_145/ROIs1158_spring_lc_145_p540.tif,ROIs1158_spring/s1_145/ROIs1158_spring_s1_145_p540.tif,ROIs1158_spring/s2_145/ROIs1158_spring_s2_145_p540.tif
17,ROIs1970_fall/lc_44/ROIs1970_fall_lc_44_p113.tif,ROIs1970_fall/s1_44/ROIs1970_fall_s1_44_p113.tif,ROIs1970_fall/s2_44/ROIs1970_fall_s2_44_p113.tif
14,ROIs2017_winter/lc_112/ROIs2017_winter_lc_112_p765.tif,ROIs2017_winter/s1_112/ROIs2017_winter_s1_112_p765.tif,ROIs2017_winter/s2_112/ROIs2017_winter_s2_112_p765.tif
17,ROIs1868_summer/lc_146/ROIs1868_summer_lc_146_p219.tif,ROIs1868_summer/s1_146/ROIs1868_summer_s1_146_p219.tif,ROIs1868_summer/s2_146/ROIs1868_summer_s2_146_p219.tif
13,ROIs1970_fall/lc_120/ROIs1970_fall_lc_120_p644.tif,ROIs1970_fall/s1_120/ROIs1970_fall_s1_120_p644.tif,ROIs1970_fall/s2_120/ROIs1970_fall_s2_120_p644.tif
14,ROIs1868_summer/lc_102/ROIs1868_summer_lc_102_p504.tif,ROIs1868_summer/s1_102/ROIs1868_summer_s1_102_p504.tif,ROIs1868_summer/s2_102/ROIs1868_summer_s2_102_p504.tif
14,ROIs1868_summer/lc_125/ROIs1868_summer_lc_125_p109.tif,ROIs1868_summer/s1_125/ROIs1868_summer_s1_125_p109.tif,ROIs1868_summer/s2_125/ROIs1868_summer_s2_125_p109.tif
8,ROIs1158_spring/lc_83/ROIs1158_spring_lc_83_p806.tif,ROIs1158_spring/s1_83/ROIs1158_spring_s1_83_p806.tif,ROIs1158_spring/s2_83/ROIs1158_spring_s2_83_p806.tif
8,ROIs1158_spring/lc_9/ROIs1158_spring_lc_9_p390.tif,ROIs1158_spring/s1_9/ROIs1158_spring_s1_9_p390.tif,ROIs1158_spring/s2_9/ROIs1158_spring_s2_9_p390.tif
14,ROIs1868_summer/lc_121/ROIs1868_summer_lc_121_p291.tif,ROIs1868_summer/s1_121/ROIs1868_summer_s1_121_p291.tif,ROIs1868_summer/s2_121/ROIs1868_summer_s2_121_p291.tif
17,ROIs1868_summer/lc_31/ROIs1868_summer_lc_31_p328.tif,ROIs1868_summer/s1_31/ROIs1868_summer_s1_31_p328.tif,ROIs1868_summer/s2_31/ROIs1868_summer_s2_31_p328.tif
12,ROIs2017_winter/lc_64/ROIs2017_winter_lc_64_p644.tif,ROIs2017_winter/s1_64/ROIs2017_winter_s1_64_p644.tif,ROIs2017_winter/s2_64/ROIs2017_winter_s2_64_p644.tif
14,ROIs1868_summer/lc_102/ROIs1868_summer_lc_102_p626.tif,ROIs1868_summer/s1_102/ROIs1868_summer_s1_102_p626.tif,ROIs1868_summer/s2_102/ROIs1868_summer_s2_102_p626.tif
2,ROIs1970_fall/lc_122/ROIs1970_fall_lc_122_p214.tif,ROIs1970_fall/s1_122/ROIs1970_fall_s1_122_p214.tif,ROIs1970_fall/s2_122/ROIs1970_fall_s2_122_p214.tif
11,ROIs1970_fall/lc_105/ROIs1970_fall_lc_105_p227.tif,ROIs1970_fall/s1_105/ROIs1970_fall_s1_105_p227.tif,ROIs1970_fall/s2_105/ROIs1970_fall_s2_105_p227.tif
13,ROIs2017_winter/lc_108/ROIs2017_winter_lc_108_p242.tif,ROIs2017_winter/s1_108/ROIs2017_winter_s1_108_p242.tif,ROIs2017_winter/s2_108/ROIs2017_winter_s2_108_p242.tif
10,ROIs1970_fall/lc_83/ROIs1970_fall_lc_83_p838.tif,ROIs1970_fall/s1_83/ROIs1970_fall_s1_83_p838.tif,ROIs1970_fall/s2_83/ROIs1970_fall_s2_83_p838.tif
10,ROIs1158_spring/lc_103/ROIs1158_spring_lc_103_p668.tif,ROIs1158_spring/s1_103/ROIs1158_spring_s1_103_p668.tif,ROIs1158_spring/s2_103/ROIs1158_spring_s2_103_p668.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p804.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p804.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p804.tif
11,ROIs1970_fall/lc_102/ROIs1970_fall_lc_102_p739.tif,ROIs1970_fall/s1_102/ROIs1970_fall_s1_102_p739.tif,ROIs1970_fall/s2_102/ROIs1970_fall_s2_102_p739.tif
11,ROIs1158_spring/lc_134/ROIs1158_spring_lc_134_p792.tif,ROIs1158_spring/s1_134/ROIs1158_spring_s1_134_p792.tif,ROIs1158_spring/s2_134/ROIs1158_spring_s2_134_p792.tif
12,ROIs1868_summer/lc_17/ROIs1868_summer_lc_17_p723.tif,ROIs1868_summer/s1_17/ROIs1868_summer_s1_17_p723.tif,ROIs1868_summer/s2_17/ROIs1868_summer_s2_17_p723.tif
9,ROIs1868_summer/lc_133/ROIs1868_summer_lc_133_p705.tif,ROIs1868_summer/s1_133/ROIs1868_summer_s1_133_p705.tif,ROIs1868_summer/s2_133/ROIs1868_summer_s2_133_p705.tif
2,ROIs1970_fall/lc_122/ROIs1970_fall_lc_122_p101.tif,ROIs1970_fall/s1_122/ROIs1970_fall_s1_122_p101.tif,ROIs1970_fall/s2_122/ROIs1970_fall_s2_122_p101.tif
17,ROIs1970_fall/lc_21/ROIs1970_fall_lc_21_p247.tif,ROIs1970_fall/s1_21/ROIs1970_fall_s1_21_p247.tif,ROIs1970_fall/s2_21/ROIs1970_fall_s2_21_p247.tif
12,ROIs1868_summer/lc_17/ROIs1868_summer_lc_17_p624.tif,ROIs1868_summer/s1_17/ROIs1868_summer_s1_17_p624.tif,ROIs1868_summer/s2_17/ROIs1868_summer_s2_17_p624.tif
8,ROIs1970_fall/lc_136/ROIs1970_fall_lc_136_p307.tif,ROIs1970_fall/s1_136/ROIs1970_fall_s1_136_p307.tif,ROIs1970_fall/s2_136/ROIs1970_fall_s2_136_p307.tif
14,ROIs1970_fall/lc_144/ROIs1970_fall_lc_144_p676.tif,ROIs1970_fall/s1_144/ROIs1970_fall_s1_144_p676.tif,ROIs1970_fall/s2_144/ROIs1970_fall_s2_144_p676.tif
8,ROIs2017_winter/lc_59/ROIs2017_winter_lc_59_p172.tif,ROIs2017_winter/s1_59/ROIs2017_winter_s1_59_p172.tif,ROIs2017_winter/s2_59/ROIs2017_winter_s2_59_p172.tif
17,ROIs1868_summer/lc_43/ROIs1868_summer_lc_43_p300.tif,ROIs1868_summer/s1_43/ROIs1868_summer_s1_43_p300.tif,ROIs1868_summer/s2_43/ROIs1868_summer_s2_43_p300.tif
17,ROIs1970_fall/lc_21/ROIs1970_fall_lc_21_p280.tif,ROIs1970_fall/s1_21/ROIs1970_fall_s1_21_p280.tif,ROIs1970_fall/s2_21/ROIs1970_fall_s2_21_p280.tif
14,ROIs1970_fall/lc_104/ROIs1970_fall_lc_104_p366.tif,ROIs1970_fall/s1_104/ROIs1970_fall_s1_104_p366.tif,ROIs1970_fall/s2_104/ROIs1970_fall_s2_104_p366.tif
10,ROIs1970_fall/lc_121/ROIs1970_fall_lc_121_p432.tif,ROIs1970_fall/s1_121/ROIs1970_fall_s1_121_p432.tif,ROIs1970_fall/s2_121/ROIs1970_fall_s2_121_p432.tif
10,ROIs1868_summer/lc_85/ROIs1868_summer_lc_85_p86.tif,ROIs1868_summer/s1_85/ROIs1868_summer_s1_85_p86.tif,ROIs1868_summer/s2_85/ROIs1868_summer_s2_85_p86.tif
11,ROIs1868_summer/lc_147/ROIs1868_summer_lc_147_p313.tif,ROIs1868_summer/s1_147/ROIs1868_summer_s1_147_p313.tif,ROIs1868_summer/s2_147/ROIs1868_summer_s2_147_p313.tif
13,ROIs2017_winter/lc_130/ROIs2017_winter_lc_130_p304.tif,ROIs2017_winter/s1_130/ROIs2017_winter_s1_130_p304.tif,ROIs2017_winter/s2_130/ROIs2017_winter_s2_130_p304.tif
10,ROIs1970_fall/lc_19/ROIs1970_fall_lc_19_p833.tif,ROIs1970_fall/s1_19/ROIs1970_fall_s1_19_p833.tif,ROIs1970_fall/s2_19/ROIs1970_fall_s2_19_p833.tif
13,ROIs2017_winter/lc_138/ROIs2017_winter_lc_138_p211.tif,ROIs2017_winter/s1_138/ROIs2017_winter_s1_138_p211.tif,ROIs2017_winter/s2_138/ROIs2017_winter_s2_138_p211.tif
11,ROIs1970_fall/lc_125/ROIs1970_fall_lc_125_p40.tif,ROIs1970_fall/s1_125/ROIs1970_fall_s1_125_p40.tif,ROIs1970_fall/s2_125/ROIs1970_fall_s2_125_p40.tif
8,ROIs1158_spring/lc_83/ROIs1158_spring_lc_83_p622.tif,ROIs1158_spring/s1_83/ROIs1158_spring_s1_83_p622.tif,ROIs1158_spring/s2_83/ROIs1158_spring_s2_83_p622.tif
2,ROIs1868_summer/lc_86/ROIs1868_summer_lc_86_p402.tif,ROIs1868_summer/s1_86/ROIs1868_summer_s1_86_p402.tif,ROIs1868_summer/s2_86/ROIs1868_summer_s2_86_p402.tif
8,ROIs1868_summer/lc_120/ROIs1868_summer_lc_120_p375.tif,ROIs1868_summer/s1_120/ROIs1868_summer_s1_120_p375.tif,ROIs1868_summer/s2_120/ROIs1868_summer_s2_120_p375.tif
9,ROIs1868_summer/lc_43/ROIs1868_summer_lc_43_p520.tif,ROIs1868_summer/s1_43/ROIs1868_summer_s1_43_p520.tif,ROIs1868_summer/s2_43/ROIs1868_summer_s2_43_p520.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p174.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p174.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p174.tif
2,ROIs1158_spring/lc_115/ROIs1158_spring_lc_115_p747.tif,ROIs1158_spring/s1_115/ROIs1158_spring_s1_115_p747.tif,ROIs1158_spring/s2_115/ROIs1158_spring_s2_115_p747.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p707.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p707.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p707.tif
2,ROIs2017_winter/lc_59/ROIs2017_winter_lc_59_p316.tif,ROIs2017_winter/s1_59/ROIs2017_winter_s1_59_p316.tif,ROIs2017_winter/s2_59/ROIs2017_winter_s2_59_p316.tif
13,ROIs1158_spring/lc_138/ROIs1158_spring_lc_138_p123.tif,ROIs1158_spring/s1_138/ROIs1158_spring_s1_138_p123.tif,ROIs1158_spring/s2_138/ROIs1158_spring_s2_138_p123.tif
13,ROIs1970_fall/lc_105/ROIs1970_fall_lc_105_p291.tif,ROIs1970_fall/s1_105/ROIs1970_fall_s1_105_p291.tif,ROIs1970_fall/s2_105/ROIs1970_fall_s2_105_p291.tif
